Compound_Name,Type,Project_Name,Location,Developer,Area,Price_EGP,Reference_No,Bedrooms,Bathrooms,Delivery,Finishing,Delivery.1,URL
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,171,"$13,560,000.00",77077.00,3,3,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/77077-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,128,"$12,247,000.00",77082.00,2,3,2027,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/77082-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,116,"$33,465,000.00",77483.00,2,3,2027,Finished,2025-03-03T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/77483-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,336,"$68,965,465.00",77550.00,3,4,Delivered,semi-finished,2025-03-03T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/77550-a-villa-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Twinhouse,Palm Hills New Cairo,New Cairo,Palm Hills Developments,298,"$14,651,317.00",77551.00,3,5,Delivered,not finished,2025-03-03T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/77551-a-twinhouse-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,519,"$11,095,000.00",77552.00,6,7,Delivered,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/77552-a-villa-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,114,"$15,209,584.00",77719.00,2,3,2027,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/77719-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,205,"$5,285,000.00",14527.00,4,4,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,900,"$11,061,550.00",16177.00,9,9,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Townhouse,Palm Hills New Cairo,New Cairo,Palm Hills Developments,600,"$11,519,594.00",23564.00,4,5,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,350,"$63,809,736.00",39193.00,4,5,Delivered,Furnished,2025-03-22T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,185,"$7,398,432.00",53850.00,3,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,183,"$11,728,300.00",55349.00,3,3,Delivered,semi-finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,145,"$19,066,782.00",62215.00,2,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Office,Palm Hills New Cairo,New Cairo,Palm Hills Developments,48,"$14,431,511.65",62438.00,3,2,2027,not finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,242,"$80,000,000.00",64956.00,2,3,2026,not finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Twinhouse,Palm Hills New Cairo,New Cairo,Palm Hills Developments,268,"$25,599,521.66",77872.00,3,4,Delivered,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/77872-twinhouse-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,608,"$9,250,000.00",77879.00,6,6,Delivered,semi-finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/77879-a-villa-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,171,"$24,192,239.36",77887.00,2,3,Delivered,not finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/77887-an-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,128,"$18,108,810.75",78619.00,2,3,2026,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/78619-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,172,"$24,333,714.44",78766.00,3,3,2027,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/78766-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Studio,Palm Hills New Cairo,New Cairo,Palm Hills Developments,70,"$13,560,000.00",78863.00,1,1,2026,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/78863-studio-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,135,"$6,000,000.00",79036.00,2,2,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/79036-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,138,"$8,650,000.00",79037.00,2,2,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/79037-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,549,"$14,252,000.00",79406.00,5,5,Delivered,not finished,2025-04-07T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/79406-a-villa-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,70,"$53,000,000.00",79606.00,1,1,2027,Finished,2025-04-12T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/79606-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,116,"$19,189,000.00",79608.00,2,2,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/79608-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,70,"$9,000,000.00",79975.00,1,1,2026,Finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/79975-apartment-for-sale-in-palm-hills-for-sale
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,205,"$11,000,000.00",14527.00,4,4,Delivered,Finished,2025-04-19T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,900,"$11,050,000.00",16177.00,9,9,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Townhouse,Palm Hills New Cairo,New Cairo,Palm Hills Developments,600,"$12,121,650.00",23564.00,4,5,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,350,"$30,954,000.00",39193.00,4,5,Delivered,Furnished,2025-04-22T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,185,"$9,389,800.00",53850.00,3,3,Delivered,Finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,183,"$9,353,000.00",55349.00,3,3,Delivered,semi-finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,145,"$19,066,782.00",62215.00,2,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Office,Palm Hills New Cairo,New Cairo,Palm Hills Developments,48,"$14,431,511.65",62438.00,3,2,2027,not finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,242,"$80,000,000.00",64956.00,2,3,2026,not finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,70,"$9,903,255.88",80108.00,1,1,2026,Finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/80108-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,250,"$9,250,000.00",80111.00,4,4,Delivered,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/80111-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,440,"$37,572,252.67",80590.00,5,6,Delivered,semi-finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/80590-villa-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Townhouse,Palm Hills New Cairo,New Cairo,Palm Hills Developments,226,"$11,138,861.08",80890.00,4,4,2026,not finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/80890-townhouse-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,116,"$16,411,109.74",80945.00,2,3,Delivered,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/80945-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,185,"$13,560,000.00",81101.00,3,3,Delivered,not finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/81101-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,128,"$5,221,653.00",81173.00,2,3,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/81173-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,132,"$12,200,000.00",81175.00,2,3,2026,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/81175-apartment-for-sale-at-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Twinhouse,Palm Hills New Cairo,New Cairo,Palm Hills Developments,268,"$58,934,736.00",81372.00,3,3,Delivered,semi-finished,2025-05-02T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/81372-twinhouse-for-sale-at-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,116,"$7,415,000.00",81400.00,2,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/81400-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,128,"$9,686,000.00",81752.00,2,3,2026,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/81752-apartment-for-sale-in-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,65,"$14,001,000.00",82144.00,1,1,2026,Finished,2028-06-30T00:00:00.000Z,https://www.nawy.com/compound/148-palm-hills-new-cairo/property/82144-apartment-for-sale-at-palm-hills-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,205,"$13,000,000.00",14527.00,4,4,Delivered,Finished,2028-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,900,"$76,852,335.01",16177.00,9,9,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Townhouse,Palm Hills New Cairo,New Cairo,Palm Hills Developments,600,"$38,125,000.00",23564.00,4,5,Delivered,Finished,2025-05-20T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,350,"$12,150,000.00",39193.00,4,5,Delivered,Furnished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,185,"$9,911,237.00",53850.00,3,3,Delivered,Finished,2025-05-22T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,183,"$19,161,000.00",55349.00,3,3,Delivered,semi-finished,2027-04-30T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Apartment,Palm Hills New Cairo,New Cairo,Palm Hills Developments,145,"$19,066,782.00",62215.00,2,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Office,Palm Hills New Cairo,New Cairo,Palm Hills Developments,48,"$14,431,511.65",62438.00,3,2,2027,not finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Palm Hills New Cairo in New Cairo by Palm Hills Developments,Villa,Palm Hills New Cairo,New Cairo,Palm Hills Developments,242,"$80,000,000.00",64956.00,2,3,2026,not finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
