Compound_Name,Type,Area,Price_EGP,Reference_No,Bedrooms,Bathrooms,Delivery,Finishing,Delivery,URL
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,125,13506542,66990,3,3,2027,Finished,2025-01-22T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/66990-ground-chalet-for-sale-at-telal-el-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,181,7225000,109256,3,3,2029,Finished,2027-12-24T00:00:00.000Z,https://www.nawy.com/compound/1856-covaya/property/109256-Chalet-for-sale-in-Covaya-with-5-bedrooms-in-Ain%20Sokhna-by-Roya%20Developments
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,134,8572739,84913,3,2,2027,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/1028-telal-shores/property/84913-chalet-for-sale-in-telal-shores
Telal Sokhna in Ain Sokhna by Roya Developments,Apartment,205,5335000,14527,4,4,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,900,5075000,16177,9,9,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal Sokhna in Ain Sokhna by Roya Developments,Townhouse,600,12570540,23564,4,5,Delivered,Finished,2027-10-27T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,350,7314000,39193,4,5,Delivered,Furnished,2027-11-19T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal Sokhna in Ain Sokhna by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal Sokhna in Ain Sokhna by Roya Developments,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal Sokhna in Ain Sokhna by Roya Developments,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,129,None,109257,2,2,2029,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/1856-covaya/property/109257-Chalet-for-sale-in-Covaya-with-5-bedrooms-in-Ain%20Sokhna-by-Roya%20Developments
Telal Sokhna in Ain Sokhna by Roya Developments,Apartment,140,None,69377,3,3,2027,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/69377-apartment-for-sale-in-telal-elsokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,116,None,85139,2,2,2027,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/1028-telal-shores/property/85139-chalet-for-sale-in-telal-shores
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,157,13560000,109258,2,2,2029,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/1856-covaya/property/109258-Chalet-for-sale-in-Covaya-with-5-bedrooms-in-Ain%20Sokhna-by-Roya%20Developments
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,100,35000000,72795,2,1,2027,Finished,2022-09-07T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/72795-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,125,10500000,86873,3,4,2028,Finished,2023-06-30T00:00:00.000Z,https://www.nawy.com/compound/1028-telal-shores/property/86873-chalet-for-sale-in-telal-shores
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,125,10890000,74188,3,2,Delivered,Finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/74188-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,126,8500000,109259,2,2,2029,Finished,2024-05-30T00:00:00.000Z,https://www.nawy.com/compound/1856-covaya/property/109259-Chalet-for-sale-in-Covaya-with-5-bedrooms-in-Ain%20Sokhna-by-Roya%20Developments
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,125,10500000,74276,3,2,2028,Finished,2025-12-11T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/74276-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,56,7000000,109260,N/A,1,2029,Finished,2024-10-31T00:00:00.000Z,https://www.nawy.com/compound/1856-covaya/property/109260-Chalet-for-sale-in-Covaya-with-5-bedrooms-in-Ain%20Sokhna-by-Roya%20Developments
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,103,10250000,74390,2,1,2028,Finished,2024-06-10T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/74390-chalet-for-sale-in-telal-el-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,130,8800000,76952,3,3,2027,Finished,2024-07-03T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/76952-chalet-for-sale-in-telal-el-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Apartment,205,13500000,14527,4,4,Delivered,Finished,2024-09-30T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,900,11000000,16177,9,9,Delivered,Finished,2024-08-11T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal Sokhna in Ain Sokhna by Roya Developments,Townhouse,600,13000000,23564,4,5,Delivered,Finished,2024-11-03T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,350,11000000,39193,4,5,Delivered,Furnished,2024-11-12T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal Sokhna in Ain Sokhna by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal Sokhna in Ain Sokhna by Roya Developments,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal Sokhna in Ain Sokhna by Roya Developments,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,130,None,77037,3,2,2027,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/77037-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,134,None,77905,3,2,2026,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/77905-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,108,None,78210,2,2,2027,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/78210-chalet-for-sale-in-telal
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,108,13560000,79334,2,2,2027,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/79334-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,125,6000000,79648,3,3,2027,semi-finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/79648-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Twinhouse,180,6200000,80029,3,4,2028,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/80029-twinhouse-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,125,13000000,81781,3,2,2026,Finished,2024-12-08T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/81781-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,111,21000000,82139,2,3,2027,Finished,2024-12-11T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/82139-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,108,9000000,88108,2,2,2028,Finished,2024-12-12T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/88108-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Twinhouse,140,12000000,90623,3,3,Delivered,semi-finished,2024-12-18T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/90623-twin-house-corner-for-sale-in-telal-el-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Twinhouse,180,23000000,90828,3,3,Delivered,Finished,2025-01-08T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/90828-twinhouse-for-sale-in-telal-ain-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,140,5637500,91024,3,3,Delivered,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/91024-villa-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Apartment,205,10500000,14527,4,4,Delivered,Finished,2025-01-12T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,900,11000000,16177,9,9,Delivered,Finished,2025-01-22T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal Sokhna in Ain Sokhna by Roya Developments,Townhouse,600,7000000,23564,4,5,Delivered,Finished,2025-01-22T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,350,11600000,39193,4,5,Delivered,Furnished,2025-01-29T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal Sokhna in Ain Sokhna by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal Sokhna in Ain Sokhna by Roya Developments,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal Sokhna in Ain Sokhna by Roya Developments,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal Sokhna in Ain Sokhna by Roya Developments,Twinhouse,180,None,91042,3,3,Delivered,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/91042-twinhouse-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Twinhouse,140,None,91212,3,4,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/91212-twin-house-for-sale-in-telal-al-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Twinhouse,140,None,91554,3,3,Delivered,Furnished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/91554-twinhouse-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,280,13560000,91619,5,5,Delivered,Finished,2026-12-31T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/91619-villa-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Twinhouse,140,24000000,91652,3,3,Delivered,Furnished,2025-02-23T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/91652-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,110,7500000,95107,2,2,Delivered,Furnished,2025-03-01T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/95107-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,130,9500000,95111,3,3,2027,Finished,2025-03-25T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/95111-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,108,5439050,96702,2,2,2027,Finished,2027-12-31T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/96702-chalet-for-sale-in-telal-el-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,96,12000000,100205,2,2,2026,Finished,2025-04-27T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/100205-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,125,13000000,102111,3,2,2026,Finished,2025-04-28T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/102111-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,90,11000000,105780,2,2,2027,Finished,2025-04-29T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/105780-chalet-for-sale-in-telal-shores
Telal Sokhna in Ain Sokhna by Roya Developments,Chalet,108,15872500,108204,2,2,2027,Finished,2026-03-31T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/108204-chalet-for-sale-in-telal-sokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Apartment,205,15000000,14527,4,4,Delivered,Finished,2025-06-10T00:00:00.000Z,https://www.nawy.com/compound/711-green-5/property/14527-green-5-sheikh-zayed-apartment-4-bedrooms-for-sale
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,900,10500000,16177,9,9,Delivered,Finished,2025-06-30T00:00:00.000Z,https://www.nawy.com/compound/189-zizinia-gardens/property/16177-zizinia-new-cairo-villa-9-bedrooms-for-sale
Telal Sokhna in Ain Sokhna by Roya Developments,Townhouse,600,9000000,23564,4,5,Delivered,Finished,2025-12-31T00:00:00.000Z,https://www.nawy.com/compound/50-katameya-dunes/property/23564-town-house-for-sale-in-katameya-dunes-new-cairo
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,350,12000000,39193,4,5,Delivered,Furnished,2025-07-20T00:00:00.000Z,https://www.nawy.com/compound/776-marina-1/property/39193-villa-for-sale-in-marina-2-north-coast
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,185,19066782,53850,3,3,Delivered,Finished,2022-05-15T00:00:00.000Z,https://www.nawy.com/compound/405-marseilia-beach-3/property/53850-villa-for-sale-in-marseilia-beach-3
Telal Sokhna in Ain Sokhna by Roya Developments,Apartment,183,None,55349,3,3,Delivered,semi-finished,2022-06-22T00:00:00.000Z,https://www.nawy.com/compound/926-neopolis/property/55349-apartment-for-sale-in-neopolis-mostakbal-city
Telal Sokhna in Ain Sokhna by Roya Developments,Apartment,145,80000000,62215,2,3,Delivered,Finished,2022-10-02T00:00:00.000Z,https://www.nawy.com/compound/639-diar-ii/property/62215-apartment-for-sale-in-diar-ll
Telal Sokhna in Ain Sokhna by Roya Developments,Office,48,None,62438,N/A,N/A,2027,not finished,2023-08-09T00:00:00.000Z,https://www.nawy.com/compound/1214-the-grey/property/62438-office-for-sale-in-the-gray-in-new-cairo-by-housing-and-development-properties-hdp
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,242,9250000,64956,2,3,2026,not finished,2024-04-30T00:00:00.000Z,https://www.nawy.com/compound/972-the-wonder-marq/property/64956-villa-for-sale-in-the-wonder-marq
Telal Sokhna in Ain Sokhna by Roya Developments,Villa,280,None,20515,6,6,Delivered,Finished,2024-05-22T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/20515-telal-sokhna-villa-5-bedrooms-for-sale
Telal Sokhna in Ain Sokhna by Roya Developments,Twinhouse,140,None,44532,4,3,Delivered,Finished,2024-09-17T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/44532-twin-house-for-sale-in-telal-elsokhna
Telal Sokhna in Ain Sokhna by Roya Developments,Twinhouse,140,None,45274,4,3,Delivered,Finished,2027-06-29T00:00:00.000Z,https://www.nawy.com/compound/87-telal-sokhna/property/45274-twinhouse-for-sale-in-telal-sokhna
